mouse_strain;experiment_ID;sample_type;timepoint;mouse_ID;treatment;frequency_live_bacteria_%;experimental_day;counts_live_bacteria_per_wet_g;mouse_age_days;mouse_sex
NOD;AG6-222;fecal;washout_day1;ABX031;ABX;65.21;1;7.66E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX032;placebo;97.12;1;1.15E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX033;ABX;68.05;1;4.42E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX034;placebo;89.37;1;2.11E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX035;ABX;40.67;1;7.49E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX036;placebo;19.29;1;1.51E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX037;ABX;92.99;1;3.19E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX038;placebo;14.74;1;3.57E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX039;ABX;67.88;1;1.72E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX040;placebo;94.21;1;7.12E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX041;ABX;43.36;1;2.80E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX042;placebo;46.59;1;1.37E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX043;ABX;38.48;1;4.08E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX044;placebo;84.64;1;2.28E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX045;ABX;44.79;1;2.43E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX046;placebo;9.95;1;1.56E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX047;ABX;62.44;1;1.08E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX048;placebo;12.02;1;2.85E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX049;ABX;62.44;1;8.69E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX050;placebo;63.06;1;5.37E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX051;ABX;98.07;1;1.78E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX052;placebo;31.57;1;4.52E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX053;ABX;5.25;1;6.24E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX054;placebo;56.76;1;8.75E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX055;ABX;20.48;1;2.69E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX056;placebo;31.95;1;3.83E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX057;ABX;55.91;1;1.52E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX058;placebo;35.51;1;8.61E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX059;ABX;29.42;1;6.01E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX060;placebo;82.39;1;1.35E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX061;ABX;50.68;1;1.83E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX062;placebo;18.73;1;4.60E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX063;ABX;77.67;1;1.12E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX064;placebo;44.43;1;1.16E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX065;ABX;39.18;1;4.06E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX066;placebo;24.28;1;1.71E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX067;ABX;12.5;1;2.63E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX068;placebo;65.5;1;9.55E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX069;ABX;49.63;1;1.56E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX070;placebo;4.86;1;2.22E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX071;ABX;88.56;1;1.07E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX072;placebo;72.71;1;1.26E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX073;ABX;76.34;1;1.81E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX074;placebo;87.3;1;7.44E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX075;ABX;12.26;1;1.14E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX076;placebo;96.95;1;7.81E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX077;ABX;46.07;1;1.36E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX078;placebo;45.08;1;2.19E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX079;ABX;4.24;1;9.65E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX080;placebo;57.7;1;1.82E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX081;ABX;67.57;1;5.47E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX082;placebo;12.55;1;2.84E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX083;ABX;14.33;1;6.64E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX084;placebo;29.49;1;1.89E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX085;ABX;96.52;1;4.38E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX086;placebo;63.45;1;2.47E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX087;ABX;86.77;1;9.34E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX088;placebo;8.76;1;3.73E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX089;ABX;0.59;1;3.02E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX090;placebo;5.76;1;5.21E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX091;ABX;59.91;1;1.75E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX092;placebo;33.97;1;1.56E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX093;ABX;50.81;1;1.58E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX094;placebo;7.92;1;6.61E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX095;ABX;77.99;1;5.92E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX096;placebo;2.84;1;7.36E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX097;ABX;75.99;1;3.90E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX098;placebo;21.42;1;1.93E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX099;ABX;91.04;1;2.36E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX100;placebo;93.38;1;1.53E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX101;ABX;51.9;1;7.19E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX102;placebo;50.88;1;3.05E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX103;ABX;46.92;1;2.36E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX104;placebo;33.91;1;1.24E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX105;ABX;34.74;1;1.34E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX106;placebo;1.11;1;2.94E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX107;ABX;31.42;1;3.80E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX108;placebo;0.9;1;2.26E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX109;ABX;59.79;1;7.00E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX110;placebo;67.79;1;7.12E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX111;ABX;0.63;1;1.20E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX112;placebo;87.33;1;4.95E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX113;ABX;57.58;1;2.21E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX114;placebo;74.2;1;1.44E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX115;ABX;79.1;1;2.40E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX116;placebo;5.66;1;1.41E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX117;ABX;49.2;1;1.83E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX118;placebo;80.04;1;1.52E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX119;ABX;2.62;1;1.42E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX120;placebo;39.35;1;1.81E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX121;ABX;83.39;1;1.21E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX122;placebo;73.98;1;4.86E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX123;ABX;50.27;1;3.75E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX124;placebo;15.8;1;1.98E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX125;ABX;71.25;1;1.49E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX126;placebo;98.35;1;2.07E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX127;ABX;87.4;1;1.79E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX128;placebo;69.97;1;2.31E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX129;ABX;56.87;1;7.97E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX130;placebo;17.43;1;3.06E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX131;ABX;15.95;1;3.32E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX132;placebo;88.16;1;7.10E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX133;ABX;87.04;1;2.88E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX134;placebo;91.24;1;4.20E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX135;ABX;73.09;1;6.33E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX136;placebo;19.44;1;2.49E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX137;ABX;18.76;1;1.47E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX138;placebo;79.91;1;5.01E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX139;ABX;97.7;1;2.15E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX140;placebo;16.4;1;7.35E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX141;ABX;92.02;1;2.75E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX142;placebo;27.05;1;9.50E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX143;ABX;95.1;1;9.32E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX144;placebo;87.18;1;1.00E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX145;ABX;47.35;1;5.39E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX146;placebo;18.66;1;2.88E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX147;ABX;17.91;1;7.02E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX148;placebo;13.32;1;1.33E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX149;ABX;34.12;1;1.90E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX150;placebo;66.91;1;8.41E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX151;ABX;10.44;1;2.46E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX152;placebo;42.55;1;9.79E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX153;ABX;29.45;1;2.81E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX154;placebo;42.68;1;1.64E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX155;ABX;11.44;1;2.96E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX156;placebo;46.39;1;3.23E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX157;ABX;40.55;1;4.75E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX158;placebo;4.72;1;9.88E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX159;ABX;23.4;1;7.88E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX160;placebo;7.55;1;4.45E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX161;ABX;61.18;1;3.95E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX162;placebo;30.85;1;9.63E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX163;ABX;30.5;1;4.78E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX164;placebo;29.59;1;5.20E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX165;ABX;60.18;1;1.29E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX166;placebo;74.16;1;1.73E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX167;ABX;46.62;1;4.08E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX168;placebo;93.5;1;3.07E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX169;ABX;36.57;1;8.01E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX170;placebo;66.36;1;4.89E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX171;ABX;61.97;1;7.85E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX172;placebo;77.08;1;1.34E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX173;ABX;85.32;1;2.86E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX174;placebo;72.53;1;4.22E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX175;ABX;32.01;1;1.09E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX176;placebo;65.61;1;3.22E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX177;ABX;63.46;1;2.09E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX178;placebo;0.95;1;2.73E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX179;ABX;41.0;1;1.85E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX180;placebo;20.56;1;8.04E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX181;ABX;4.42;1;2.64E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX182;placebo;86.04;1;1.08E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX183;ABX;63.32;1;2.24E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX184;placebo;38.5;1;1.05E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX185;ABX;42.14;1;5.59E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX186;placebo;81.96;1;6.07E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX187;ABX;45.98;1;1.98E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX188;placebo;15.73;1;6.16E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX189;ABX;37.95;1;1.24E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX190;placebo;76.36;1;5.22E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX191;ABX;17.04;1;3.77E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX192;placebo;43.5;1;2.83E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX193;ABX;7.63;1;7.28E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX194;placebo;48.58;1;2.51E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX195;ABX;45.17;1;1.15E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX196;placebo;36.09;1;1.04E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX197;ABX;69.84;1;1.24E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX198;placebo;48.37;1;1.75E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX199;ABX;39.09;1;4.59E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX200;placebo;3.76;1;5.25E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX201;ABX;50.99;1;2.56E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX202;placebo;0.91;1;1.43E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX203;ABX;18.7;1;7.65E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX204;placebo;59.81;1;2.09E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX205;ABX;41.21;1;1.71E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX206;placebo;31.0;1;1.36E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX207;ABX;51.25;1;1.74E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX208;placebo;99.13;1;1.49E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX209;ABX;2.94;1;1.06E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX210;placebo;22.84;1;8.00E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX211;ABX;70.31;1;1.09E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX212;placebo;95.87;1;2.36E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX213;ABX;77.71;1;1.87E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX214;placebo;8.05;1;2.46E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX215;ABX;63.82;1;4.37E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX216;placebo;20.71;1;1.06E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX217;ABX;36.28;1;4.08E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX218;placebo;31.85;1;4.16E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX219;ABX;73.9;1;1.63E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX220;placebo;86.64;1;2.94E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX221;ABX;98.62;1;1.64E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX222;placebo;66.69;1;1.03E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX223;ABX;21.91;1;4.03E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX224;placebo;81.49;1;7.04E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX225;ABX;15.94;1;1.19E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX226;placebo;43.33;1;1.95E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX227;ABX;94.9;1;1.53E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX228;placebo;33.76;1;1.16E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX229;ABX;54.5;1;1.66E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX230;placebo;0.0;1;5.43E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX231;ABX;9.72;1;4.83E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX232;placebo;2.19;1;5.01E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX233;ABX;27.02;1;1.41E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX234;placebo;91.07;1;1.45E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX235;ABX;84.33;1;3.97E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX236;placebo;17.33;1;1.10E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX237;ABX;33.22;1;7.26E+03;22;male
NOD;AG6-222;fecal;washout_day1;ABX238;placebo;36.29;1;1.70E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX239;ABX;22.86;1;2.11E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX240;placebo;76.18;1;5.17E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX241;ABX;27.54;1;1.24E+06;22;male
NOD;AG6-222;fecal;washout_day1;ABX242;placebo;89.09;1;7.55E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX243;ABX;80.46;1;9.85E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX244;placebo;32.27;1;6.54E+00;22;male
NOD;AG6-222;fecal;washout_day1;ABX245;ABX;38.51;1;1.28E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX246;placebo;84.88;1;1.60E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX247;ABX;20.78;1;1.80E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX248;placebo;0.37;1;1.82E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX249;ABX;61.65;1;2.33E+04;22;male
NOD;AG6-222;fecal;washout_day1;ABX250;placebo;77.15;1;2.39E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX251;ABX;42.42;1;1.19E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX252;placebo;38.36;1;1.99E+02;22;male
NOD;AG6-222;fecal;washout_day1;ABX253;ABX;31.85;1;2.06E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX254;placebo;60.57;1;4.75E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX255;ABX;64.92;1;2.61E+05;22;male
NOD;AG6-222;fecal;washout_day1;ABX256;placebo;60.17;1;2.54E+01;22;male
NOD;AG6-222;fecal;washout_day1;ABX257;ABX;7.51;1;5.26E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX257;ABX;7.51;1;1.43E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX257;ABX;7.51;1;8.90E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX258;placebo;66.06;1;3.25E+00;22;female
NOD;AG6-222;ileal;washout_day1;ABX258;placebo;66.06;1;1.32E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX258;placebo;66.06;1;1.55E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX259;ABX;19.46;1;7.26E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX259;ABX;19.46;1;2.75E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX259;ABX;19.46;1;8.74E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX260;placebo;4.61;1;2.98E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX260;placebo;4.61;1;1.64E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX260;placebo;4.61;1;1.52E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX261;ABX;39.87;1;6.85E+03;22;female
NOD;AG6-222;ileal;washout_day1;ABX261;ABX;39.87;1;2.90E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX261;ABX;39.87;1;1.99E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX262;placebo;87.71;1;2.87E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX262;placebo;87.71;1;5.10E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX262;placebo;87.71;1;4.31E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX263;ABX;17.55;1;3.00E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX263;ABX;17.55;1;2.66E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX263;ABX;17.55;1;8.80E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX264;placebo;75.97;1;1.14E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX264;placebo;75.97;1;1.05E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX264;placebo;75.97;1;1.28E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX265;ABX;85.75;1;1.45E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX265;ABX;85.75;1;2.15E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX265;ABX;85.75;1;8.49E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX266;placebo;78.59;1;1.54E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX266;placebo;78.59;1;1.43E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX266;placebo;78.59;1;1.05E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX267;ABX;32.13;1;1.39E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX267;ABX;32.13;1;2.51E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX267;ABX;32.13;1;9.85E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX268;placebo;61.76;1;9.12E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX268;placebo;61.76;1;1.19E+01;22;female
NOD;AG6-222;cecal;washout_day1;ABX268;placebo;61.76;1;5.82E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX269;ABX;94.95;1;2.41E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX269;ABX;94.95;1;1.96E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX269;ABX;94.95;1;8.24E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX270;placebo;65.22;1;4.38E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX270;placebo;65.22;1;4.32E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX270;placebo;65.22;1;3.39E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX271;ABX;77.17;1;2.60E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX271;ABX;77.17;1;7.18E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX271;ABX;77.17;1;1.08E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX272;placebo;9.48;1;1.57E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX272;placebo;9.48;1;1.73E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX272;placebo;9.48;1;8.33E+06;22;female
NOD;AG6-222;fecal;washout_day1;ABX273;ABX;25.2;1;2.20E+06;22;female
NOD;AG6-222;ileal;washout_day1;ABX273;ABX;25.2;1;3.30E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX273;ABX;25.2;1;1.12E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX274;placebo;10.63;1;1.90E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX274;placebo;10.63;1;2.29E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX274;placebo;10.63;1;2.28E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX275;ABX;3.09;1;1.29E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX275;ABX;3.09;1;2.72E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX275;ABX;3.09;1;1.05E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX276;placebo;23.0;1;4.18E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX276;placebo;23.0;1;4.37E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX276;placebo;23.0;1;2.20E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX277;ABX;12.09;1;8.68E+05;22;female
NOD;AG6-222;ileal;washout_day1;ABX277;ABX;12.09;1;3.06E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX277;ABX;12.09;1;1.14E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX278;placebo;66.02;1;1.42E+02;22;female
NOD;AG6-222;ileal;washout_day1;ABX278;placebo;66.02;1;1.42E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX278;placebo;66.02;1;4.20E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX279;ABX;18.2;1;1.40E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX279;ABX;18.2;1;7.16E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX279;ABX;18.2;1;2.02E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX280;placebo;35.07;1;3.49E+01;22;female
NOD;AG6-222;ileal;washout_day1;ABX280;placebo;35.07;1;1.75E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX280;placebo;35.07;1;1.33E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX281;ABX;18.43;1;4.13E+04;22;female
NOD;AG6-222;ileal;washout_day1;ABX281;ABX;18.43;1;4.82E+00;22;female
NOD;AG6-222;cecal;washout_day1;ABX281;ABX;18.43;1;1.31E+07;22;female
NOD;AG6-222;fecal;washout_day1;ABX282;placebo;31.13;1;5.98E+00;22;female
